Faculty,Department,Level,Semester,Course Code,Course Title,Unit,Course Type,Prerequisite,Interest Area
Faculty of Law,Private and Property Law,400,Second Semester,PPL408,Alternative Property Dispute Resolution,3,Compulsory,PPL310,Dispute Resolution
Faculty of Law,Private and Property Law,400,Second Semester,PPL410,Project Defense and Presentation,2,Compulsory,PPL402,Research

Faculty of Law,Commercial and Industrial Law,300,First Semester,CIL301,Company Law I,4,Compulsory,PPL202,Commercial Law
Faculty of Law,Commercial and Industrial Law,300,First Semester,CIL303,Banking and Insurance Law I,4,Compulsory,PPL202,Commercial Law
Faculty of Law,Commercial and Industrial Law,300,First Semester,CIL305,Law of Business Associations,4,Compulsory,PPL202,Commercial Law
Faculty of Law,Commercial and Industrial Law,300,First Semester,CIL307,Law of Sale of Goods,3,Compulsory,PPL202,Commercial Law
Faculty of Law,Commercial and Industrial Law,300,First Semester,CIL309,Commercial Law Seminar,2,Compulsory,PPL209,Research
Faculty of Law,Commercial and Industrial Law,300,First Semester,CIL311,Negotiable Instruments Law,3,Compulsory,PPL202,Commercial Law

Faculty of Law,Commercial and Industrial Law,300,Second Semester,CIL302,Company Law II,4,Compulsory,CIL301,Commercial Law
Faculty of Law,Commercial and Industrial Law,300,Second Semester,CIL304,Banking and Insurance Law II,4,Compulsory,CIL303,Commercial Law
Faculty of Law,Commercial and Industrial Law,300,Second Semester,CIL306,Consumer Protection Law,3,Compulsory,CIL307,Commercial Law
Faculty of Law,Commercial and Industrial Law,300,Second Semester,CIL308,Commercial Arbitration,3,Elective,CIL301,Commercial Law
Faculty of Law,Commercial and Industrial Law,300,Second Semester,CIL310,Investment and Securities Law,3,Compulsory,CIL301,Commercial Law
Faculty of Law,Commercial and Industrial Law,300,Second Semester,CIL312,International Trade Law,3,Compulsory,CIL307,Commercial Law

Faculty of Law,Commercial and Industrial Law,400,First Semester,CIL401,Labour Law,4,Compulsory,CIL301,Industrial Law
Faculty of Law,Commercial and Industrial Law,400,First Semester,CIL403,Intellectual Property Law,4,Compulsory,CIL301,Commercial Law
Faculty of Law,Commercial and Industrial Law,400,First Semester,CIL405,Petroleum and Energy Law,4,Elective,CIL301,Energy Law
Faculty of Law,Commercial and Industrial Law,400,First Semester,CIL407,International Trade Law,4,Compulsory,CIL312,Commercial Law
Faculty of Law,Commercial and Industrial Law,400,First Semester,CIL409,Commercial and Industrial Law Seminar,2,Compulsory,CIL309,Research
Faculty of Law,Commercial and Industrial Law,400,First Semester,CIL411,Corporate Insolvency and Restructuring Law,3,Compulsory,CIL302,Corporate Law

Faculty of Law,Commercial and Industrial Law,400,Second Semester,CIL402,Commercial and Industrial Law Project,6,Compulsory,CIL409,Research
Faculty of Law,Commercial and Industrial Law,400,Second Semester,CIL404,Corporate Governance Law,4,Compulsory,CIL302,Corporate Law
Faculty of Law,Commercial and Industrial Law,400,Second Semester,CIL406,Competition and Consumer Law,3,Compulsory,CIL306,Commercial Law
Faculty of Law,Commercial and Industrial Law,400,Second Semester,CIL408,Seminar in Commercial and Industrial Law,2,Compulsory,CIL409,Research
Faculty of Law,Commercial and Industrial Law,400,Second Semester,CIL410,Project Defense and Presentation,2,Compulsory,CIL402,Research
Faculty of Law,Commercial and Industrial Law,400,Second Semester,CIL412,International Commercial Arbitration,3,Elective,CIL308,Commercial Law

Faculty of Law,International Law and Jurisprudence,300,First Semester,ILJ301,Jurisprudence I,4,Compulsory,LAW212,Jurisprudence
Faculty of Law,International Law and Jurisprudence,300,First Semester,ILJ303,Public International Law I,4,Compulsory,LAW202,International Law
Faculty of Law,International Law and Jurisprudence,300,First Semester,ILJ305,Legal Theory and Philosophy,4,Compulsory,LAW212,Jurisprudence
Faculty of Law,International Law and Jurisprudence,300,First Semester,ILJ307,Human Rights Law,4,Compulsory,LAW202,Human Rights Law
Faculty of Law,International Law and Jurisprudence,300,First Semester,ILJ309,International Law Seminar,2,Compulsory,LAW209,Research

Faculty of Law,International Law and Jurisprudence,300,Second Semester,ILJ302,Jurisprudence II,4,Compulsory,ILJ301,Jurisprudence
Faculty of Law,International Law and Jurisprudence,300,Second Semester,ILJ304,Public International Law II,4,Compulsory,ILJ303,International Law
Faculty of Law,International Law and Jurisprudence,300,Second Semester,ILJ306,Law of International Organizations,4,Compulsory,ILJ303,International Law
Faculty of Law,International Law and Jurisprudence,300,Second Semester,ILJ308,International Human Rights Law,4,Compulsory,ILJ307,Human Rights Law
Faculty of Law,International Law and Jurisprudence,300,Second Semester,ILJ310,Comparative Legal Systems,3,Compulsory,ILJ301,Jurisprudence

Faculty of Law,International Law and Jurisprudence,400,First Semester,ILJ401,International Law,4,Compulsory,ILJ304,International Law
Faculty of Law,International Law and Jurisprudence,400,First Semester,ILJ403,Diplomatic and Consular Law,4,Compulsory,ILJ304,International Law
Faculty of Law,International Law and Jurisprudence,400,First Semester,ILJ405,International Humanitarian Law,4,Compulsory,ILJ304,International Law
Faculty of Law,International Law and Jurisprudence,400,First Semester,ILJ407,Conflict of Laws,4,Elective,ILJ302,International Law
Faculty of Law,International Law and Jurisprudence,400,First Semester,ILJ409,International Law Seminar,2,Compulsory,ILJ309,Research

Faculty of Law,International Law and Jurisprudence,400,Second Semester,ILJ402,International Law and Jurisprudence Project,6,Compulsory,ILJ409,Research
Faculty of Law,International Law and Jurisprudence,400,Second Semester,ILJ404,Law of the Sea,4,Compulsory,ILJ401,International Law
Faculty of Law,International Law and Jurisprudence,400,Second Semester,ILJ406,International Criminal Law,4,Compulsory,ILJ405,International Law
Faculty of Law,International Law and Jurisprudence,400,Second Semester,ILJ408,Seminar in International Law and Jurisprudence,2,Compulsory,ILJ409,Research
Faculty of Law,International Law and Jurisprudence,400,Second Semester,ILJ410,Project Defense and Presentation,2,Compulsory,ILJ402,Research

Faculty of Law,Islamic Law,100,First Semester,ISL101,Introduction to Islamic Law,3,Compulsory,None,Islamic Law
Faculty of Law,Islamic Law,100,First Semester,ISL103,Arabic Language for Legal Studies I,2,Compulsory,None,Arabic Studies
Faculty of Law,Islamic Law,100,First Semester,LAW101,Introduction to Law,3,Compulsory,None,Law
Faculty of Law,Islamic Law,100,First Semester,GST101,Use of English I,2,Compulsory,None,General Studies
Faculty of Law,Islamic Law,100,First Semester,HIS101,History of Islamic Civilization,2,Compulsory,None,Islamic History

Faculty of Law,Islamic Law,100,Second Semester,ISL102,Introduction to Islamic Jurisprudence,3,Compulsory,ISL101,Islamic Law
Faculty of Law,Islamic Law,100,Second Semester,ISL104,Arabic Language for Legal Studies II,2,Compulsory,ISL103,Arabic Studies
Faculty of Law,Islamic Law,100,Second Semester,LAW102,Legal Methods,3,Compulsory,LAW101,Law
Faculty of Law,Islamic Law,100,Second Semester,GST102,Use of English II,2,Compulsory,GST101,General Studies
Faculty of Law,Islamic Law,100,Second Semester,SOC101,Introduction to Sociology,2,Compulsory,None,Sociology

Faculty of Law,Islamic Law,200,First Semester,ISL201,Islamic Family Law I,4,Compulsory,LAW104,Islamic Law
Faculty of Law,Islamic Law,200,First Semester,ISL203,Islamic Jurisprudence I,4,Compulsory,LAW104,Islamic Law
Faculty of Law,Islamic Law,200,First Semester,ISL205,Islamic Criminal Law I,4,Compulsory,LAW104,Islamic Law
Faculty of Law,Islamic Law,200,First Semester,ISL207,Sources of Islamic Law,3,Compulsory,LAW104,Islamic Law
Faculty of Law,Islamic Law,200,First Semester,ISL209,Arabic for Legal Studies I,2,Compulsory,None,Arabic Studies

Faculty of Law,Islamic Law,200,Second Semester,ISL202,Islamic Family Law II,4,Compulsory,ISL201,Islamic Law
Faculty of Law,Islamic Law,200,Second Semester,ISL204,Islamic Jurisprudence II,4,Compulsory,ISL203,Islamic Law
Faculty of Law,Islamic Law,200,Second Semester,ISL206,Islamic Criminal Law II,4,Compulsory,ISL205,Islamic Law
Faculty of Law,Islamic Law,200,Second Semester,ISL208,Islamic Commercial Law I,4,Compulsory,ISL203,Islamic Law
Faculty of Law,Islamic Law,200,Second Semester,ISL210,Arabic for Legal Studies II,2,Compulsory,ISL209,Arabic Studies

Faculty of Law,Islamic Law,300,First Semester,ISL301,Islamic Law of Succession,4,Compulsory,ISL201,Islamic Law
Faculty of Law,Islamic Law,300,First Semester,ISL303,Islamic Commercial Law II,4,Compulsory,ISL208,Islamic Law
Faculty of Law,Islamic Law,300,First Semester,ISL305,Islamic Constitutional Law,4,Compulsory,ISL203,Islamic Law
Faculty of Law,Islamic Law,300,First Semester,ISL307,Islamic Law of Evidence,4,Compulsory,ISL203,Islamic Law
Faculty of Law,Islamic Law,300,First Semester,ISL309,Islamic Law Seminar I,2,Compulsory,ISL210,Research

Faculty of Law,Islamic Law,300,Second Semester,ISL302,Islamic Law of Wills and Endowments,4,Compulsory,ISL301,Islamic Law
Faculty of Law,Islamic Law,300,Second Semester,ISL304,Islamic International Law,4,Compulsory,ISL203,Islamic Law
Faculty of Law,Islamic Law,300,Second Semester,ISL306,Comparative Islamic and Common Law,4,Compulsory,ISL203,Comparative Law
Faculty of Law,Islamic Law,300,Second Semester,ISL308,Research Methods in Islamic Law,2,Compulsory,None,Research
Faculty of Law,Islamic Law,300,Second Semester,ISL310,Islamic Legal Drafting,3,Compulsory,ISL307,Islamic Law

Faculty of Law,Islamic Law,400,First Semester,ISL401,Advanced Islamic Jurisprudence,4,Compulsory,ISL204,Islamic Law
Faculty of Law,Islamic Law,400,First Semester,ISL403,Contemporary Issues in Islamic Law,4,Compulsory,ISL203,Islamic Law
Faculty of Law,Islamic Law,400,First Semester,ISL405,Islamic Banking and Finance Law,4,Compulsory,ISL303,Islamic Finance
Faculty of Law,Islamic Law,400,First Semester,ISL407,Human Rights in Islamic Law,4,Elective,ISL305,Human Rights
Faculty of Law,Islamic Law,400,First Semester,ISL409,Islamic Law Seminar,2,Compulsory,ISL309,Research

Faculty of Law,Islamic Law,400,Second Semester,ISL402,Islamic Law Project,6,Compulsory,ISL308,Research
Faculty of Law,Islamic Law,400,Second Semester,ISL404,Seminar in Islamic Law,2,Compulsory,ISL309,Research
Faculty of Law,Islamic Law,400,Second Semester,ISL406,Islamic Law and Modern Society,4,Compulsory,ISL403,Islamic Law
Faculty of Law,Islamic Law,400,Second Semester,ISL408,Industrial Attachment Report and Seminar,2,Compulsory,None,Industrial Training
Faculty of Law,Islamic Law,400,Second Semester,ISL410,Project Defense and Presentation,2,Compulsory,ISL402,Research
